,Unnamed: 0,c_arm_lateral_m,c_arm_vertical_m,c_arm_wigwag_deg,c_arm_horizontal_m,c_arm_tilt_deg,c_arm_orbital_deg,table_vertical_m,table_trend_deg,table_tilt_deg,table_longitudinal_m,table_transverse_m,quat_w,quat_x,quat_y,quat_z,Tx_m,Ty_m,Tz_m
128,128,-0.11,0.05,-4,0.13,93,-8,0.11,-2,18,0.5,-0.1,0.6522743710724223,0.03985051207130879,0.7361563033847003,-0.17613624986556245,0.26158960566789613,-0.1638321028782086,-0.16615928975187738
129,129,0.44,0.28,2,0.02,259,14,0.31,-17,-5,0.53,0.1,0.735310460392338,-0.0435304415944207,-0.6676715439883741,0.10788112365183805,0.27068736966481244,0.0762913726521326,-0.6786240836997857
130,130,0.01,0.35,-8,0.1,1,-5,0.07,30,12,0.24,0.08,0.9524255150364024,-0.08234218383282328,-0.24520056937246776,-0.1611895897652909,0.40462652421625656,-0.017622121749920172,0.1999060041972801
131,131,-0.2,0.28,7,0.0,-2,-84,0.2,-14,-11,0.34,-0.01,0.7929083056634397,-0.03608030880657179,0.11505836193089426,-0.597290719395618,0.5690517438871654,0.032256693260818814,0.2510096612748934
132,132,0.16,0.38,-6,0.07,-32,-44,0.02,8,18,0.37,-0.1,0.8099741751539248,0.026952116324010313,-0.3443132355426652,-0.4739871462809063,0.6109389098045177,-0.3452985984401771,-0.23768496075620826
133,133,-0.26,0.14,0,0.1,250,-69,0.15,-14,19,0.56,0.02,0.48133227677866164,0.31406657436485175,-0.6735179422261547,-0.46481717663748523,0.4260817368992864,-0.1347039507032033,-0.06637358923758602
134,134,0.05,0.36,0,0.06,233,-27,0.16,11,-14,0.04,-0.1,0.35606430864473776,0.3269467563586817,-0.8744588219265867,-0.04056840359994309,0.4198353256120612,0.014150296229664683,0.369963004961006
135,135,-0.33,0.15,-2,0.06,196,-68,0.13,-16,16,0.03,0.05,0.21648521609362312,0.42132521236744547,-0.8638447014711861,-0.1714396347889885,0.4719291297388044,-0.13059113792188692,0.4508628083522657
136,136,-0.05,0.14,-9,0.0,-38,-37,0.12,16,9,0.35,-0.05,0.8234970205966494,0.034761842455287774,-0.4577793508624129,-0.33329016982434895,0.2350048223344423,-0.19769212515262424,-0.07446985499784095
137,137,0.39,0.36,2,0.06,112,-25,0.03,-14,6,0.55,-0.11,0.4409323706608082,-0.1357433143223604,0.8805428257139208,-0.10861274880953956,0.627923031303866,-0.20254596290507987,-0.7164932284906795
138,138,-0.05,0.0,-7,0.03,188,61,0.08,-21,-15,0.13,-0.08,0.1595904968196874,-0.3712183329180639,-0.8922226630898047,0.20165947064126608,0.3034085939899965,-0.030301111276888504,-0.05222572192424568
139,139,-0.15,0.25,-1,0.09,192,16,0.06,21,15,0.3,0.06,0.07852613732257667,0.26879275425810084,0.9599609808366839,-0.007682205842831956,0.2641006236520149,-0.02228203035133758,0.35258377054488155
140,140,-0.34,0.32,-3,0.0,234,67,0.29,8,-15,0.58,-0.13,0.280066806711534,-0.4155021447969314,-0.821150597025284,0.27318903428317487,0.2518891974056179,-0.11548549752931758,0.08629461621620815
141,141,-0.38,0.41,-4,0.03,84,27,0.32,11,-6,0.02,0.04,0.7775921870619602,0.08514886359907119,0.5888028469774341,0.20349758976276022,0.2654555119762826,0.02941551548537058,0.6863071754735336
142,142,0.36,0.1,-6,0.01,210,17,0.1,4,18,0.27,-0.11,0.22507096848980418,-0.30719053499447085,-0.9233984447468341,0.048086865067296154,0.2741586892535419,-0.3086142021901712,-0.40895080287923335
143,143,0.32,0.03,-7,0.15,-3,-56,0.21,-19,12,0.51,-0.07,0.825951982726556,-0.10760117828131305,0.10634935427676533,-0.5430608837943117,0.08719357630226887,-0.04568728599279104,-0.7493682269570225
144,144,0.17,0.28,-3,0.0,33,-3,0.31,0,-2,0.61,-0.1,0.9583897961045401,-0.037459416056820044,0.2825529907978954,-0.01579867913923474,0.2824577181495478,-0.1637469504037421,-0.5085039504576698
145,145,0.42,0.03,-7,0.14,115,-67,0.14,-6,17,0.04,0.13,0.3320032968698729,-0.39927171595183075,0.7723565863350565,-0.36581581602395735,0.17877191168892081,0.09995797192598999,-0.3400198007327925
146,146,0.45,0.03,10,0.14,21,-24,0.22,-26,6,0.58,-0.05,0.8814572807604412,0.023860049471346737,0.40596231212533146,-0.24012155539952823,0.20319975820775882,-0.041562066117863505,-0.5154200522305072
147,147,-0.3,0.04,7,0.11,252,2,0.02,11,7,0.1,0.1,0.5041151444472052,-0.027149265984483473,-0.8605447136728618,-0.06777635476454487,0.15202611185424764,0.09222711031629327,0.8117916255882792
148,148,-0.4,0.37,9,0.08,-86,-93,0.03,-19,-7,0.14,-0.06,0.5655339471966819,0.4522062656202687,-0.31709611042970054,-0.6124793095707534,0.9439972858708516,0.05362579086588726,0.555939221885021
149,149,-0.42,0.39,2,0.09,26,-71,0.14,-19,-7,0.19,0.04,0.7839395479109926,-0.22725603832845595,0.3083182578292761,-0.4886034487736286,0.8005878708736668,0.16471507742423142,0.3729172596385885
150,150,0.39,0.01,-8,0.15,-87,68,0.08,23,-12,0.0,-0.06,0.41455388555126055,-0.4358641943098137,-0.6937340240445814,0.3961067835520134,0.2778208005046333,0.0805674174263018,-0.11932705435465563
151,151,0.22,0.03,-2,0.07,25,91,0.08,27,20,0.18,-0.04,0.8183102940488142,-0.02326551023554808,0.003043695166349314,0.5742975836680468,0.14596571732022912,-0.1358628687088692,0.04499753224092942
152,152,-0.2,0.08,10,0.07,183,17,0.13,16,-16,0.46,-0.01,0.08371435430756999,-0.005746852520018232,0.9898788564644091,0.11444968367668647,0.009390202507403245,-0.008647403808514031,0.4280529676127714
153,153,-0.38,0.35,9,0.03,198,85,0.3,-14,10,0.14,-0.1,0.26573748160021465,-0.7046818372357695,-0.6494358469573381,0.10507226003851339,0.5713253918296475,-0.2831944066038776,0.6877817636131082
154,154,-0.32,0.06,-4,0.04,28,-25,0.02,1,12,0.26,0.01,0.918787014402804,-0.05998133906408408,0.22797855394698438,-0.3166361319702841,0.3215852321884807,-0.1192277996323583,0.3103353176186449
155,155,0.43,0.4,-3,0.07,232,-82,0.06,-17,8,0.53,0.11,0.418025649521996,0.4895150567617507,-0.6626881215318062,-0.38271924321348066,0.576777803891861,0.007663168635431372,-0.9065450260653375
156,156,0.42,0.28,6,0.06,151,-23,0.05,-1,-4,0.09,-0.08,0.2466206778702658,-0.21302933555230616,0.9453555068624644,0.009985443694016608,0.542476966249513,-0.05867697332679467,-0.008126917437018877
157,157,-0.06,0.13,1,0.02,-83,-34,0.18,26,15,0.34,0.05,0.5266703201059411,0.1419265534983766,-0.8016540850202795,-0.24459344901668292,-0.007766715567025795,-0.03189369363597461,0.20510176500634975
158,158,0.07,0.08,-6,0.08,48,49,0.07,24,17,0.04,0.09,0.9474464735591982,0.07757175504532396,0.19719083461365775,0.23967389783578205,0.20173615212868556,-0.006072424902124007,0.23142281661414818
159,159,-0.5,0.17,-2,0.14,213,-56,0.1,25,-3,0.68,-0.04,0.06922881825376588,0.4837850634350498,-0.8722697590227693,-0.017459971783831057,-0.02459769359052677,0.02804045668988442,0.2366610824978368
160,160,0.23,0.24,4,0.1,-11,-100,0.19,-14,-19,0.32,0.08,0.7547766408371982,-0.005248113658127657,0.04263534706392736,-0.6545738361180388,0.37956472829147836,0.26744579780651145,-0.2080387412165048
161,161,0.04,0.15,9,0.05,-29,-91,0.2,8,8,0.55,-0.07,0.6031160623828375,0.267382695627367,-0.18579653444561056,-0.7281738509194525,0.1638598399822906,-0.15159938337567858,0.0467124967362309
162,162,0.42,0.04,-4,0.02,47,-44,0.35,-6,17,0.55,0.0,0.7644286434038242,-0.13588553525111424,0.42597384446967773,-0.46446771069798815,-0.034654461368968104,-0.08136300702409227,-0.7357922811454086
163,163,0.16,0.23,3,0.01,85,-31,0.32,24,-17,0.03,-0.11,0.8575108142288868,-0.19247687699916996,0.4696832980010057,-0.0838179866141889,0.07507992946328523,-0.126606614821122,0.34160166954834
164,164,-0.34,0.3,3,0.12,125,58,0.04,17,13,0.69,-0.11,0.5333849593057463,0.47657577404277823,0.6534586208648037,0.24772534710724087,0.2989627663074974,-0.15820268234587265,0.2446341516516396
165,165,-0.45,0.22,-1,0.05,51,33,0.28,-1,8,0.25,-0.04,0.8782538543693551,0.14610689369572166,0.41336419163315125,0.19092665601070552,0.2572515133788793,-0.11569250608287218,0.5167150767949404
166,166,0.01,0.32,-10,0.1,121,-70,0.07,-30,19,0.58,-0.01,0.13433285139264764,-0.47034963047345507,0.8442114271396044,-0.21916426815773962,0.4936879295835017,-0.21369084439992614,-0.8628640452286916
167,167,0.4,0.37,7,0.13,169,-73,0.2,-11,-1,0.45,0.08,0.035224151513645774,-0.5913895228348272,0.8041562026300532,0.04848188530731931,0.5064070808685819,0.13344162291444417,-0.4156718878459355
168,168,-0.16,0.13,-7,0.11,85,45,0.34,-13,9,0.31,-0.12,0.6338740135971267,0.2979857097995406,0.6936191785784452,0.1682280795518284,0.17690016486686622,-0.14057068219327795,-0.05052378095663229
169,169,0.17,0.03,-2,0.13,24,-25,0.07,-21,4,0.7,0.11,0.8942011737641091,-0.08688217879890417,0.37303869575814275,-0.23172802876024415,0.3102379821815109,0.1354522881428657,-0.7209804563195559
170,170,0.44,0.45,2,0.0,-28,-86,0.17,-23,-14,0.19,0.12,0.8037075916989148,0.04353467389815823,-0.01596678085268158,-0.5932148861275433,0.5393288220953163,0.20116482052452955,-0.49823692871374686
171,171,0.28,0.07,-4,0.05,148,22,0.0,-8,7,0.51,0.0,0.21028798714648184,0.2332032779745853,0.9494030286541213,-0.005392845832317991,0.3699194693448662,-0.08669067770208572,-0.6150412051806013
172,172,0.04,0.1,10,0.0,-46,-92,0.36,2,-17,0.12,-0.11,0.7021308707579106,0.37679681704093865,-0.16950619996576938,-0.5799172761435206,0.05124088485992395,-0.16601751350433047,0.45532921919411523
173,173,0.27,0.19,-5,0.12,39,11,0.1,-5,8,0.68,-0.07,0.926317797211686,0.020627721879257464,0.3760021379775506,0.011499038884739457,0.39768875908665124,-0.10072852789469788,-0.7847276018021345
174,174,0.34,0.4,-4,0.01,231,84,0.2,3,11,0.31,-0.04,0.3082624484073435,-0.6838301401506596,-0.6051249429961818,0.26678531760070057,0.48719644447286803,-0.22410314033563772,-0.3733452215215846
175,175,-0.49,0.23,3,0.14,16,90,0.24,16,1,0.41,0.01,0.7079487340131744,0.017636908132023163,-0.017947448104316976,0.7058154281306334,0.01660680248222679,0.07072661701688321,0.5882838892070563
176,176,-0.36,0.09,2,0.01,256,37,0.15,5,1,0.28,-0.13,0.5562981528864471,-0.2542928030767776,-0.7733342367882097,0.16679836213128574,0.17664404603911366,-0.2007587278838152,0.510110200661891
177,177,-0.17,0.26,0,0.14,125,87,0.1,13,-2,0.29,0.0,0.39884458956434105,0.5600896657636436,0.6112306136089112,0.39194348657337874,0.3246401377922753,0.07986838134462126,0.3436130455100433
178,178,-0.3,0.15,6,0.08,186,-5,0.13,28,13,0.57,-0.12,0.19603095029783701,0.053116729513802294,0.9789613624375519,0.019624740138322293,-0.12664132868846112,-0.11760092127307042,0.3457592944924649
179,179,-0.1,0.41,-3,0.07,28,11,0.26,-1,13,0.5,-0.11,0.9675618276279793,0.02714163815348704,0.25011679322920155,-0.023000672605177054,0.4510606559277712,-0.24456212362620922,-0.1420044354570149
180,180,-0.26,0.0,-3,0.14,139,-1,0.28,15,5,0.12,-0.02,0.4673326298991381,0.024918922284375675,0.8823128520750577,-0.050032903242945445,-0.11747862936287023,0.0445213240800415,0.418251165428973
181,181,0.43,0.02,-2,0.15,209,-43,0.1,-2,-3,0.69,0.08,0.25688783145133287,0.37271276297921996,-0.8884833209455538,-0.07544021981799409,0.2224219459762774,0.17099383349538555,-0.8390476544656009
182,182,0.08,0.36,-2,0.11,-52,-80,0.15,3,15,0.55,-0.13,0.6045005307023387,0.23466565130880968,-0.39790838027836395,-0.6489838683516347,0.4935217225131372,-0.2538143620374722,-0.3041014514155044
183,183,-0.22,0.46,-4,0.05,-32,99,0.25,7,3,0.19,-0.13,0.6247525927716812,-0.2807009778929794,-0.1834643901735425,0.7051467764751089,0.4507325844916632,-0.18767787856371299,0.3436210037666208
184,184,0.32,0.17,0,0.03,128,62,0.11,-20,-13,0.13,0.0,0.21867781694646,0.39862872972989705,0.8747109144809738,0.16779739061534163,0.36711906640260783,0.06165924836173886,-0.26557404702605414
185,185,0.32,0.17,9,0.1,102,-86,0.13,-5,15,0.63,0.12,0.422529984638073,-0.4230383585343328,0.6826048643951563,-0.4201875276521155,0.36219090178139135,0.001644676113314869,-0.3901818013595797
186,186,-0.43,0.42,-3,0.0,-1,-80,0.04,18,-4,0.51,-0.07,0.7745552148972487,0.09116097372919384,-0.13993564507943826,-0.6100589407429612,0.42322018747685997,-0.11065674067218723,0.3988386683124668
187,187,0.44,0.21,0,0.11,110,29,0.36,27,9,0.3,-0.1,0.737577400495856,0.2157279862039098,0.6265195641524947,0.1300547960682326,0.1522207880755584,-0.10451157104857312,-0.2676027503028363
188,188,-0.48,0.1,-2,0.13,-86,-38,0.18,23,15,0.14,0.09,0.5236806916803999,0.14770191909944744,-0.8006171233358934,-0.2509081466928428,-0.1032633299101886,0.14678661566801643,0.6966215264690581
189,189,0.13,0.32,6,0.06,-73,-11,0.2,25,-14,0.18,-0.02,0.6554926433697383,0.20980314295529515,-0.7254619096495338,-0.004129569212967188,0.1941867065067815,0.029082316126064933,0.38647731193542983
190,190,-0.48,0.06,-1,0.04,68,15,0.0,-22,10,0.62,-0.11,0.7065556036722936,0.14519768280064413,0.6920578609248956,0.027435906412254654,0.6377679555587039,-0.2758664955574337,-0.05506296887268647
191,191,0.37,0.03,-1,0.03,233,-53,0.36,-9,-4,0.54,-0.07,0.47200218154446383,0.4061164441578389,-0.7548244496208063,-0.20621208659171014,-0.017507492786278167,-0.10957504378254712,-0.599257564479184
192,192,-0.33,0.35,1,0.09,93,68,0.02,11,20,0.01,0.06,0.6866382895189871,0.45958426199365593,0.4681792854910812,0.3132384429332502,0.4517782361166609,-0.12512589110356398,0.8250260055552191
193,193,0.4,0.28,-10,0.15,-45,-92,0.35,-20,-9,0.5,-0.05,0.759449699750821,0.11961877787119465,-0.1938679902734353,-0.609378949321626,0.11096181342319367,0.033968284956134465,-0.9355271111754373
194,194,0.43,0.45,-9,0.05,147,-42,0.02,-17,9,0.26,-0.1,0.09461554038404721,-0.3121771041807202,0.9371441598893067,-0.12391197976200723,0.6078272352705283,-0.2567413943659489,-0.8161598542235736
195,195,0.46,0.21,-2,0.08,61,60,0.3,23,-12,0.5,0.02,0.7716882124979382,0.12055195091546043,0.30265124817344596,0.546229577926048,0.23129134826179165,0.09454585461494469,-0.5309540915685018
196,196,0.24,0.24,-5,0.04,189,-57,0.11,14,9,0.34,-0.02,0.013267582292038999,-0.398018293309883,0.9153444062872184,-0.059582105782790155,0.4049569357780689,-0.14134681415032846,-0.2343478004722245
197,197,0.03,0.18,6,0.04,74,88,0.3,22,-16,0.51,0.13,0.5219462617276593,0.2856464134993824,0.33357967387463305,0.7312337707608664,-0.020761114680341364,0.1075346402862678,0.04094628593192662
198,198,-0.2,0.19,3,0.12,239,20,0.06,15,-14,0.53,-0.07,0.36422758387534515,-0.03277633443783402,-0.9264203779424429,0.0894944823893006,0.22378625366572874,0.05481846957675285,0.2212131070934752
199,199,0.17,0.45,-8,0.12,64,80,0.07,15,0,0.57,-0.07,0.7238936006262486,0.22467738958101557,0.3514981813115575,0.5494971829937743,0.6619064624913668,-0.04076573159278518,-0.41114805761724355
200,200,-0.22,0.04,-6,0.14,190,-10,0.23,27,-14,0.16,-0.11,0.149249037132274,-0.1891026024250277,0.9695303745307267,-0.04444978665280676,-0.12095152688845429,-0.05749304248709297,0.2895596650128203
201,201,-0.13,0.37,-8,0.08,-37,-66,0.02,6,5,0.01,-0.04,0.7664474643236817,0.12764206430166092,-0.3491353561450286,-0.5238036759532081,0.6197644847740004,-0.11338732145663233,0.32784933298381175
202,202,0.32,0.11,-10,0.02,179,-33,0.27,-17,9,0.55,-0.07,0.16028414740936966,0.2184410642019485,-0.9621077105966896,0.030679745272213572,0.07079818699992191,-0.17611742070991832,-0.8490006262133789
203,203,-0.33,0.44,-4,0.08,264,76,0.24,-20,18,0.7,-0.09,0.674441242067281,-0.46260482898058225,-0.4060987432613085,0.40768810863719734,0.647117120383373,-0.3315426305644993,-0.3762250878483464
204,204,-0.4,0.36,-9,0.08,-39,-95,0.0,22,12,0.36,-0.08,0.5202590627205126,0.2771514436782414,-0.4303694860056103,-0.683593220006977,0.3927560667079113,-0.19951383286018687,0.3910254111758728
205,205,-0.37,0.43,10,0.1,87,12,0.07,-4,-16,0.35,-0.11,0.6635300528272307,0.04043866806927349,0.71238156862559,0.2249557374294319,0.7084395440827573,0.12253661939649607,0.591572131508143
206,206,0.31,0.24,-5,0.01,270,56,0.26,14,-7,0.65,0.02,0.5104064950196394,-0.35774939583005255,-0.7021227225941817,0.3442735279424384,0.2942066341141887,-0.002874808234195614,-0.6460197583042975
207,207,-0.25,0.09,-8,0.02,120,-53,0.12,13,1,0.69,-0.08,0.4996577819139419,-0.37652950729160184,0.7085483447707864,-0.32638454962537966,0.17036987363022826,-0.15452248922668876,-0.22729933055247653
208,208,0.16,0.25,1,0.02,18,16,0.19,3,10,0.0,0.04,0.9899651921280818,0.03772138007596949,0.12524579969532398,0.05347434449017054,0.33889739954631803,-0.09347299297925216,0.24076029401528087
209,209,-0.35,0.22,7,0.03,181,-45,0.28,8,-20,0.47,-0.06,0.07266286674378102,-0.5393368209310982,0.8376746250804419,0.04622903720447854,0.12251290321274189,-0.03903622182533306,0.4560571103480034
210,210,-0.39,0.25,8,0.12,-76,17,0.15,27,6,0.11,0.03,0.6209118513168504,-0.09344550154460761,-0.7776839613278421,0.030725680282024756,-0.10350410939650112,0.05976359529795561,0.9763170021215262
211,211,-0.12,0.08,9,0.15,80,-30,0.06,30,-16,0.5,0.13,0.9046118206824112,-0.12319624430387803,0.4054067305776067,-0.0463197805850588,-0.13109527894674855,0.1779731409386056,0.3388689724702739
212,212,-0.28,0.45,-5,0.08,110,71,0.18,5,-19,0.17,0.03,0.45606283121202373,0.32638745281325043,0.7226565467262557,0.40403643413265866,0.49614656447831584,0.234199010294857,0.37949623730622656
213,213,0.05,0.08,-2,0.0,47,69,0.18,18,-5,0.63,-0.11,0.7787226453822115,0.12017838126952901,0.22010193930506164,0.5750681129731652,0.10869279091332218,-0.16794548373929374,-0.30112204037501267
214,214,0.07,0.22,2,0.11,270,3,0.01,-19,-10,0.01,-0.1,0.8103674920036052,0.04556142879156713,-0.5789128422982969,0.07802951449525362,0.5952285625647447,0.05713158422609643,0.10329585150390092
215,215,0.37,0.19,-5,0.11,15,16,0.02,22,-5,0.44,0.02,0.9830090990312914,-0.047020533367875775,-0.056744958982741345,0.1681136231646213,0.47437340059762123,0.0992349160092727,-0.37501579288477405
216,216,0.01,0.3,-10,0.07,138,37,0.33,2,-7,0.4,-0.04,0.37668762609266393,0.21026636885463754,0.8998979793417782,0.06386010690519996,0.27638822582932254,-0.022853835734315542,-0.31943733609160097
217,217,-0.02,0.19,-10,0.09,-49,0,0.29,-5,14,0.27,-0.02,0.9215929624576092,-0.12255683276053823,-0.3609355402772849,-0.07329236015477622,0.20960123883845871,-0.10662821556196644,-0.20366647570644267
218,218,0.03,0.38,8,0.02,259,-47,0.03,-26,-18,0.29,-0.13,0.750581563389949,0.3525412248658352,-0.495449955998345,-0.2585949391817914,0.8136725416867457,0.09348599437858018,-0.15047457282841387
219,219,-0.33,0.12,-2,0.0,-18,6,0.24,30,3,0.52,0.13,0.913141072617345,-0.049210623939989276,-0.40405925389224295,0.02208654193678635,-0.19153087413140724,0.05877898566533668,0.16186280044795542
220,220,0.15,0.32,4,0.04,10,89,0.35,9,7,0.52,0.13,0.7504421605890468,0.029513187514217276,-0.019744057333879975,0.6599815963897707,0.2123045633731846,0.05261143708200078,-0.1575304152685273
221,221,-0.08,0.06,1,0.02,32,-55,0.29,-24,-5,0.16,0.12,0.8004490703461895,-0.2271878513950885,0.41091145767168913,-0.3725838696381417,0.27386557190072247,0.09726651736066239,0.17952344427289396
222,222,0.43,0.0,-5,0.1,4,-29,0.34,-8,2,0.43,-0.06,0.957846261958588,-0.06676680279116251,0.09136705372870937,-0.2640545284405122,-0.053631867402351374,-0.04269616368962015,-0.6575422514765817
223,223,-0.06,0.34,8,0.03,-33,44,0.17,17,-9,0.1,0.05,0.8134420047808156,-0.06089370644541933,-0.42284840790339706,0.3947192487161842,0.2628720287033256,0.04683689384913858,0.6631063786189777
224,224,-0.34,0.18,0,0.13,-71,19,0.16,-21,-7,0.54,-0.09,0.8830791771702639,-0.04417563744860229,-0.4203031146836055,0.20387489225394947,0.554960091124143,0.045832019217381115,-0.053248724660349134
225,225,0.01,0.1,9,0.13,244,-20,0.18,-21,-10,0.67,0.06,0.6645823438537585,0.21800871742220668,-0.7025174504075161,-0.13142198917491818,0.4249667159194699,0.188036667369053,-0.23611310018029863
226,226,0.04,0.27,2,0.05,258,-92,0.01,-3,19,0.03,0.01,0.3563846102277643,0.4607783651550802,-0.6048448482218196,-0.5429880453355673,0.5446739534545872,-0.23941818482039423,0.2984616284855758
227,227,0.05,0.15,7,0.0,147,-5,0.25,0,7,0.08,0.11,0.28805116104646844,0.034038581195833896,0.956582979853139,0.028581572126901617,0.1971865187614894,-0.013317891906124757,0.4028040161508025
228,228,0.33,0.04,3,0.05,157,42,0.26,28,-15,0.02,0.05,0.3657321992630493,0.20952187319456717,0.8776125866201226,0.2283346028993209,0.000534606151620709,0.048857107996559845,0.1526312765965364
229,229,0.5,0.4,-10,0.11,8,62,0.34,-15,-17,0.28,0.11,0.7498722728497229,-0.004366737532665271,0.2167818966600017,0.6250424907916293,0.23711820134074457,0.2240894717205979,-0.8182848633256796
230,230,-0.08,0.29,-1,0.09,237,-54,0.26,-8,6,0.15,-0.01,0.46926779716440975,0.3397191730720524,-0.7719189998785969,-0.2617626322035482,0.3974699874520724,-0.04744707319858876,0.18661322891471743
231,231,0.11,0.08,3,0.01,138,74,0.12,-28,-20,0.54,-0.04,0.06740386620021134,0.4638301120800419,0.8772456152316958,0.10372307605274436,0.3927275410205623,0.06796439181554215,-0.43787273872029125
232,232,-0.13,0.31,-6,0.06,204,-58,0.24,14,14,0.47,0.09,0.09950017402763985,0.35687145834119816,-0.9287726941558148,-0.011124755298222674,0.26007826116470145,-0.024044258464480883,-0.047841449655113055
